;FECHA;CONCEPTO; VALOR  ;Proveedor;Observación
;domingo, 15 de junio de 2025;Compras; $ 146,00 ;Bakery corp;
;sábado, 14 de junio de 2025;Compras; $ 400,50 ;Cibao Meat Products;
;sábado, 14 de junio de 2025;Compras; $ 40,00 ;S&J Global Trading;
;miércoles, 11 de junio de 2025;Compras; $ 300,00 ;Mamitas ICES;
;martes, 10 de junio de 2025;Compras; $ 345,00 ;Circus Fruit;
;martes, 10 de junio de 2025;Compras; $ 31,00 ;Lydia Dulces;
;martes, 10 de junio de 2025;Compras; $ 136,00 ;E.L.A.;
;martes, 10 de junio de 2025;Compras; $ 398,00 ;S&J Global Trading;
;viernes, 13 de junio de 2025;Compras; $ 20,00 ;Fresh Enterprise;
;lunes, 16 de junio de 2025;Compras; $ 227,51 ;Goya;
;lunes, 16 de junio de 2025;Compras; $ 165,62 ;Goya;
;lunes, 16 de junio de 2025;Compras; $ 1.895,43 ;Goya;
;martes, 17 de junio de 2025;Compras; $ 20,00 ;CUBE ICES;
;martes, 17 de junio de 2025;Compras; $ 954,00 ;Grubmarket - General;
;martes, 17 de junio de 2025;Compras; $ 558,50 ;P&A Produce LLC;
;martes, 17 de junio de 2025;Compras; $ 93,90 ;F.H Dairies;
;martes, 17 de junio de 2025;Compras; $ 118,00 ; E.L.A PRODUCE;
;martes, 17 de junio de 2025;Compras; $ 177,77 ;JETRO;
;martes, 17 de junio de 2025;Compras; $ 143,00 ;S&J Global Trading;
;miércoles, 18 de junio de 2025;Compras; $ 361,00 ;P&A Produce LLC;
;jueves, 19 de junio de 2025;Compras; $ 435,00 ;Circus Fruit;
;jueves, 19 de junio de 2025;Compras; $ 866,00 ;Grubmarket - General;
;jueves, 19 de junio de 2025;Compras; $ 717,50 ;P&A Produce LLC;
;sábado, 21 de junio de 2025;Compras; $ 1.223,00 ;P&A Produce LLC;
;sábado, 21 de junio de 2025;Compras; $ 207,00 ;Grubmarket - General;
;sábado, 21 de junio de 2025;Compras; $ 186,00 ;P&A Produce LLC;
;sábado, 21 de junio de 2025;Compras; $ 40,00 ;S&J Global Trading;
;sábado, 21 de junio de 2025;Compras; $ 628,00 ;Distribuidora Quisqueya;
;lunes, 23 de junio de 2025;Compras; $ 510,00 ;Mamitas ICES;
;lunes, 23 de junio de 2025;Compras; $ 90,93 ;AAA;
;lunes, 23 de junio de 2025;Compras; $ 467,99 ;JETRO;
;lunes, 23 de junio de 2025;Compras; $ 103,00 ;Terminal Produce;
;lunes, 23 de junio de 2025;Compras; $ 603,00 ;Grubmarket - General;
;lunes, 23 de junio de 2025;Compras; $ 603,00 ;Grubmarket - General;
;martes, 24 de junio de 2025;Compras; $ 177,00 ;Circus Fruit;
;martes, 24 de junio de 2025;Compras; $ 551,00 ;Grubmarket - General;
;martes, 24 de junio de 2025;Compras; $ 724,00 ;P&A Produce LLC;
;martes, 24 de junio de 2025;Compras; $ 85,00 ;S&J Global Trading;
;miércoles, 25 de junio de 2025;Compras; $ 30,00 ;CUBE ICE;
;miércoles, 25 de junio de 2025;Compras; $ 228,15 ;Family food;
;miércoles, 25 de junio de 2025;Compras; $ 35,30 ;Family food;
;jueves, 26 de junio de 2025;Compras; $ 382,00 ;Circus Fruit;
;jueves, 26 de junio de 2025;Compras; $ 812,00 ;Grubmarket - General;
;jueves, 26 de junio de 2025;Compras; $ 40,00 ;S&J Global Trading;
;jueves, 26 de junio de 2025;Compras; $ 468,00 ;tropical;
;viernes, 27 de junio de 2025;Compras; $ 64,00 ;Circus Fruit;
;viernes, 27 de junio de 2025;Compras; $ 842,00 ;Grubmarket - General;
;;;;;
;viernes, 27 de junio de 2025;Compras; $ 168,80 ;Distribuidora Quisqueya;
;sábado, 28 de junio de 2025;Compras; $ 514,00 ;Circus Fruit;
;sábado, 28 de junio de 2025;Compras; $ 787,00 ;Grubmarket - General;
;sábado, 28 de junio de 2025;Compras; $ 135,00 ;S&J Global Trading;
;sábado, 28 de junio de 2025;Compras; $ 610,00 ;P&A Produce LLC;
;sábado, 28 de junio de 2025;Compras; $ -   ;BJS;
;martes, 1 de julio de 2025;Compras; $ 175,00 ;AAA;
;martes, 1 de julio de 2025;Compras; $ 1.003,00 ;JETRO;
;martes, 1 de julio de 2025;Compras; $ 176,00 ;Grubmarket - General;
;martes, 1 de julio de 2025;Compras; $ 20,00 ;FRESH ENERPRISE;
;martes, 1 de julio de 2025;Compras; $ 716,00 ;Grubmarket - General;
;martes, 1 de julio de 2025;Compras; $ 906,00 ;P&A Produce LLC;
;martes, 1 de julio de 2025;Compras; $ 130,00 ;S&J Global Trading;
2/07/2025;miércoles, 2 de julio de 2025;Compras; $ 420,00 ;MAMITA I ICE;
2/07/2025;jueves, 3 de julio de 2025;Compras; $ 555,86 ;JETRO;
2/07/2025;jueves, 3 de julio de 2025;Compras; $ 187,00 ;WHOSALE CO;
2/07/2025;jueves, 3 de julio de 2025;Compras; $ 443,18 ;CIBAO MEAT;
2/07/2025;jueves, 3 de julio de 2025;Compras; $ 328,22 ;CARIBE MEAT INC;
2/07/2025;sábado, 5 de julio de 2025;Compras; $ 40,00 ;CUBE ICE;
2/07/2025;sábado, 5 de julio de 2025;Compras; $ 608,00 ;Grubmarket - General;
2/07/2025;sábado, 5 de julio de 2025;Compras; $ 15,00 ;Grubmarket - General;
2/07/2025;sábado, 5 de julio de 2025;Compras; $ 705,00 ;P&A Produce LLC;
2/07/2025;sábado, 5 de julio de 2025;Compras; $ 20,00 ; TERMINAL MARKET;
2/07/2025;lunes, 7 de julio de 2025;Compras; $ 110,00 ;LA TORILLERA;
2/07/2025;martes, 8 de julio de 2025;Compras; $ 82,45 ;BJS;
2/07/2025;martes, 8 de julio de 2025;Compras; $ 16,88 ;WALMART;
2/07/2025;martes, 8 de julio de 2025;Compras; $ 48,23 ;WALMART;
2/07/2025;martes, 8 de julio de 2025;Compras; $ 184,50 ;F&H DAIRIES;10 PROPINA
2/07/2025;martes, 8 de julio de 2025;Compras; $ 1.050,00 ;Grubmarket - General;
2/07/2025;martes, 8 de julio de 2025;Compras; $ 1.146,00 ;P&A Produce LLC;
2/07/2025;miércoles, 9 de julio de 2025;Compras; $ 835,00 ;Grubmarket - General;
2/07/2025;miércoles, 9 de julio de 2025;Compras; $ 60,00 ;P&A Produce LLC;
2/07/2025;miércoles, 9 de julio de 2025;Compras; $ 312,00 ;Grubmarket - General;15 PROPINA
2/07/2025;jueves, 10 de julio de 2025;Compras; $ 771,00 ;Grubmarket - General;
2/07/2025;jueves, 10 de julio de 2025;Compras; $ 81,00 ;Grubmarket - General;
2/07/2025;jueves, 10 de julio de 2025;Compras; $ 734,00 ;P&A Produce LLC;15 PROPINA
2/07/2025;jueves, 10 de julio de 2025;Compras; $ 110,00 ;E.LA;
2/07/2025;jueves, 10 de julio de 2025;Compras; $ 55,00 ;S&J Global Trading;
2/07/2025;jueves, 10 de julio de 2025;Compras; $ 243,00 ;TROPICAL;
2/07/2025;jueves, 10 de julio de 2025;Compras; $ 2.070,05 ;K.H.L.FLAVORS,INC;
;jueves, 10 de julio de 2025;Compras; $ 695,00 ;JETRO;
;jueves, 10 de julio de 2025;Compras; $ 510,92 ;Distribuidora Quisqueya;
;jueves, 10 de julio de 2025;Compras; $ 181,50 ;VELOZ FOODS DISTRIBUITORS;
2/07/2025;viernes, 11 de julio de 2025;Compras; $ 98,00 ;Circus Fruit;20 Propina
2/07/2025;viernes, 11 de julio de 2025;Compras; $ 1.010,00 ;Grubmarket - General;
2/07/2025;viernes, 11 de julio de 2025;Compras; $ 654,00 ;P&A Produce LLC;
2/07/2025;viernes, 11 de julio de 2025;Compras; $ 58,50 ;Atlantic;
2/07/2025;martes, 15 de julio de 2025;Compras; $ 275,80 ;AAA;
2/07/2025;martes, 15 de julio de 2025;Compras; $ 818,06 ;JETRO;
2/07/2025;martes, 15 de julio de 2025;Compras; $ 54,02 ;BJS;
2/07/2025;martes, 15 de julio de 2025;Compras; $ 1.174,00 ;Grubmarket - General;
2/07/2025;martes, 15 de julio de 2025;Compras; $ 155,00 ;S&J Global Trading;
2/07/2025;martes, 15 de julio de 2025;Compras; $ 68,00 ;P&A Produce LLC;
2/07/2025;martes, 15 de julio de 2025;Compras; $ 26,00 ;P&A Produce LLC;
2/07/2025;martes, 15 de julio de 2025;Compras; $ 98,10 ;DAIRIES;
2/07/2025;martes, 15 de julio de 2025;Compras; $ 30,00 ;Grubmarket - General;
2/07/2025;martes, 15 de julio de 2025;Compras; $ 277,00 ;Grubmarket - General;
2/07/2025;martes, 15 de julio de 2025;Compras; $ 1.622,00 ;P&A Produce LLC;
2/07/2025;jueves, 17 de julio de 2025;Compras; $ 189,00 ;TROPICAL;
2/07/2025;viernes, 18 de julio de 2025;Compras; $ 160,61 ;TOP WHOSALE;
2/07/2025;viernes, 18 de julio de 2025;Compras; $ 968,00 ;Grubmarket - General;
2/07/2025;viernes, 18 de julio de 2025;Compras; $ 63,50 ;Goya;
2/07/2025;viernes, 18 de julio de 2025;Compras; $ 1.390,00 ;P&A Produce LLC;
2/07/2025;viernes, 18 de julio de 2025;Compras; $ 477,80 ;Distribuidora Quisqueya;
2/07/2025;viernes, 18 de julio de 2025;Compras; $ 448,38 ;JETRO;
2/07/2025;viernes, 18 de julio de 2025;Compras; $ 179,00 ;P&A Produce LLC;
2/07/2025;viernes, 18 de julio de 2025;Compras; $ 130,00 ;S&J Global Trading;
2/07/2025;viernes, 18 de julio de 2025;Compras; $ 69,01 ;JETRO;se pago con una T.C personal
2/07/2025;sábado, 19 de julio de 2025;Compras; $ 132,00 ;S&J Global Trading;
2/07/2025;sábado, 19 de julio de 2025;Compras; $ 341,00 ;P&A Produce LLC;70.00 Propina
2/07/2025;sábado, 19 de julio de 2025;Compras; $ 260,00 ;Grubmarket - General;
2/07/2025;sábado, 19 de julio de 2025;Compras; $ 577,00 ;Grubmarket - General;
2/07/2025;lunes, 21 de julio de 2025;Compras; $ 55,00 ;LA TORILLERA;se pago con una T.C personal
2/07/2025;lunes, 21 de julio de 2025;Compras; $ 1.080,00 ;Goya;
2/07/2025;lunes, 21 de julio de 2025;Compras; $ 85,52 ;Goya; 
2/07/2025;lunes, 21 de julio de 2025;Compras; $ 244,97 ;Goya;
45840;martes, 22 de julio de 2025;Compras; $ 385,39 ;AAA;
45840;martes, 22 de julio de 2025;Compras; $ 568,00 ;JETRO;
45840;martes, 22 de julio de 2025;Compras; $ 468,00 ;Circus Fruit;
45840;martes, 22 de julio de 2025;Compras; $ 1.020,50 ;P&A Produce LLC;
45840;martes, 22 de julio de 2025;Compras; $ 92,00 ;Grubmarket - General;
45840;martes, 22 de julio de 2025;Compras; $ 960,00 ;LA TORILLERA;se pago con una T.C personal
;martes, 22 de julio de 2025;; $ 327,53 ;TROPICAL;
45840;miércoles, 23 de julio de 2025;Compras; $ 20,00 ;FRESH ENTERRPRISE;
45840;miércoles, 23 de julio de 2025;Compras; $ 144,00 ;P&A Produce LLC;
45840;miércoles, 23 de julio de 2025;Compras; $ 130,00 ;S&J Global Trading;
45840;miércoles, 23 de julio de 2025;Compras; $ 726,00 ;Grubmarket - General;
45840;miércoles, 23 de julio de 2025;Compras; $ 320,00 ;P&A Produce LLC;
45840;viernes, 25 de julio de 2025;Compras; $ 1.265,00 ;Grubmarket - General;
45840;viernes, 25 de julio de 2025;Compras; $ 120,00 ;Grubmarket - General;
45840;viernes, 25 de julio de 2025;Compras; $ 64,00 ;Grubmarket - General;
45840;viernes, 25 de julio de 2025;Compras; $ 723,00 ;P&A Produce LLC;
45840;viernes, 25 de julio de 2025;Compras; $ 320,72 ;Cibao Meat Products;
45840;viernes, 25 de julio de 2025;Compras; $ 366,80 ;Distribuidora Quisqueya;
45840;viernes, 25 de julio de 2025;Compras; $ 211,00 ;AL&C Trading;
45840;viernes, 25 de julio de 2025;Compras; $ 337,50 ;K.H.L FLAVORS;
45840;sábado, 26 de julio de 2025;Compras; $ 450,00 ;Mamitas ICES;
45840;sábado, 26 de julio de 2025;Compras; $ 320,00 ;Grubmarket - General;
45840;domingo, 27 de julio de 2025;Compras; $ 1.220,00 ;tono products;
45840;lunes, 28 de julio de 2025;Compras; $ 1.264,00 ;tono products;
45840;martes, 29 de julio de 2025;Compras; $ 792,00 ;P&A Produce LLC;
45840;martes, 29 de julio de 2025;Compras; $ 36,00 ;Grubmarket - General;
45840;martes, 29 de julio de 2025;Compras; $ 256,00 ;Grubmarket - General;
45840;martes, 29 de julio de 2025;Compras; $ 18,00 ;Grubmarket - General;
45840;martes, 29 de julio de 2025;Compras; $ 1.231,00 ;Grubmarket - General;
45840;martes, 29 de julio de 2025;Compras; $ 54,00 ;Circus Fruit;
45840;martes, 29 de julio de 2025;Compras; $ 625,41 ;WALMART;
45840;martes, 29 de julio de 2025;Compras; $ 346,68 ;WALMART;
45840;martes, 29 de julio de 2025;Compras; $ 504,84 ;WALMART;
45840;martes, 29 de julio de 2025;Compras; $ 10,78 ;WALMART;
45840;martes, 29 de julio de 2025;Compras; $ 1.375,57 ;JETRO;
45840;martes, 29 de julio de 2025;Compras; $ 435,62 ;BJS;
45840;martes, 29 de julio de 2025;Compras; $ 50,00 ;CUBE ICE;
45840;martes, 29 de julio de 2025;Compras; $ 236,75 ;tropical;
45840;martes, 29 de julio de 2025;Compras; $ 1.231,00 ;Grubmarket - General;
45840;viernes, 1 de agosto de 2025;Compras; $ 61,28 ;JETRO;
45840;viernes, 1 de agosto de 2025;Compras; $ 635,30 ;Distribuidora Quisqueya;
45840;lunes, 4 de agosto de 2025;Compras; $ 110,00 ;LA TORILLERA;
45840;lunes, 4 de agosto de 2025;Compras; $ 35,00 ;INP Food;
45840;lunes, 4 de agosto de 2025;Compras; $ 527,00 ;P&A Produce LLC;
45840;lunes, 4 de agosto de 2025;Compras; $ 339,00 ;Grubmarket - General;
45840;martes, 5 de agosto de 2025;Compras; $ 10,00 ;CUBE ICE;
45840;martes, 5 de agosto de 2025;Compras; $ 288,00 ;Grubmarket - General;
45840;martes, 5 de agosto de 2025;Compras; $ 342,00 ;P&A Produce LLC;
45840;martes, 5 de agosto de 2025;Compras; $ 188,00 ;S&J Global Trading;
;martes, 5 de agosto de 2025;Compras; $ 528,62 ;TROPICAL;
45840;miércoles, 6 de agosto de 2025;Compras; $ 510,00 ;Mamitas ICES;
45840;miércoles, 6 de agosto de 2025;Compras; $ 470,00 ;Grubmarket - General;
45840;miércoles, 6 de agosto de 2025;Compras; $ 429,00 ;P&A Produce LLC;
45840;jueves, 7 de agosto de 2025;Compras; $ 219,00 ;Circus Fruit;
45840;jueves, 7 de agosto de 2025;Compras; $ 442,00 ;Grubmarket - General;
45840;jueves, 7 de agosto de 2025;Compras; $ 40,00 ;Grubmarket - General;
45840;jueves, 7 de agosto de 2025;Compras; $ 105,00 ;S&J Global Trading;
45840;jueves, 7 de agosto de 2025;Compras; $ 881,00 ;P&A Produce LLC;
45840;viernes, 8 de agosto de 2025;Compras; $ 335,90 ;Distribuidora Quisqueya;
;sábado, 9 de agosto de 2025;Compras; $ 140,00 ;Circus Fruit;
45840;sábado, 9 de agosto de 2025;Compras; $ 540,00 ;Grubmarket - General;
45840;sábado, 9 de agosto de 2025;Compras; $ 23,00 ;S&J Global Trading;
;martes, 12 de agosto de 2025;Compras; $ 564,00 ;P&A Produce LLC;
;martes, 12 de agosto de 2025;Compras; $ 23,00 ;P&A Produce LLC;
;martes, 12 de agosto de 2025;Compras; $ 102,00 ;S&J Global Trading;
;martes, 12 de agosto de 2025;Compras; $ 22,00 ;Grubmarket - General;
12/08/2025;martes, 12 de agosto de 2025;Compras; $ 304,00 ;Grubmarket - General;
45840;miércoles, 13 de agosto de 2025;Compras; $ 157,40 ;FAMily food;
45840;miércoles, 13 de agosto de 2025;Compras; $ 52,80 ;FAMily food;
45840;jueves, 14 de agosto de 2025;Compras; $ 187,00 ;PRIMO BAKERY;
45840;jueves, 14 de agosto de 2025;Compras; $ 954,00 ;P&A Produce LLC;
45840;jueves, 14 de agosto de 2025;Compras; $ 37,50 ;Grubmarket - General;
45840;jueves, 14 de agosto de 2025;Compras; $ 146,00 ;S&J Global Trading;
45840;jueves, 14 de agosto de 2025;Compras; $ 773,00 ;Grubmarket - General;
45840;jueves, 14 de agosto de 2025;Compras; $ 308,96 ;TROPICAL;
45840;viernes, 15 de agosto de 2025;Compras; $ 1.169,10 ;JETRO;
45840;viernes, 15 de agosto de 2025;Compras; $ 303,00 ;JETRO;
45840;viernes, 15 de agosto de 2025;Compras; $ 138,00 ;INP Food;
45840;viernes, 15 de agosto de 2025;Compras; $ 459,50 ;P&A Produce LLC;
45840;viernes, 15 de agosto de 2025;Compras; $ 420,00 ;S&J Global Trading;
45840;viernes, 15 de agosto de 2025;Compras; $ 377,80 ;Distribuidora Quisqueya;
45840;viernes, 15 de agosto de 2025;Compras; $ 434,90 ;CIBAO MEAT;
45840;viernes, 15 de agosto de 2025;Compras; $ 1.048,80 ;K.H.L FLAVORS;
45840;viernes, 15 de agosto de 2025;Compras; $ 123,90 ;WHOSALE CO;
45840;viernes, 15 de agosto de 2025;Compras; $ 434,50 ;AL&C Trading bolsas; 
45840;sábado, 16 de agosto de 2025;Compras; $ 32,00 ;Circus Fruit;
45840;sábado, 16 de agosto de 2025;Compras; $ 187,00 ;S&J Global Trading;
45840;sábado, 16 de agosto de 2025;Compras; $ 569,00 ;P&A Produce LLC;
45840;sábado, 16 de agosto de 2025;Compras; $ 175,00 ;Grubmarket - General;  
45840;domingo, 17 de agosto de 2025;Compras; $ 20,00 ;CUBE ICE;
45840;lunes, 18 de agosto de 2025;Compras; $ 822,00 ;Grubmarket - General;
45840;lunes, 18 de agosto de 2025;Compras; $ 210,00 ;S&J Global Trading;
45840;lunes, 18 de agosto de 2025;Compras; $ 994,00 ;P&A Produce LLC;
45840;lunes, 18 de agosto de 2025;Compras; $ 192,58 ;Goya;
45840;lunes, 18 de agosto de 2025;Compras; $ 80,10 ;Goya;
45840;martes, 19 de agosto de 2025;Compras; $ 747,44 ;Goya;
;martes, 19 de agosto de 2025;Compras; $ 320,00 ;SEVERINO;
;martes, 19 de agosto de 2025;Compras; $ 507,00 ;P&A Produce LLC;
;martes, 19 de agosto de 2025;Compras; $ 166,00 ;F&H DAIRIES;
;martes, 19 de agosto de 2025;Compras; $ 335,00 ;S&J Global Trading;
;martes, 19 de agosto de 2025;Compras; $ 361,00 ;Grubmarket - General;
;martes, 19 de agosto de 2025;Compras; $ 20,00 ;SEVERINO;
45840;miércoles, 20 de agosto de 2025;Compras; $ 68,00 ;ENRIQUE;
45840;miércoles, 20 de agosto de 2025;Compras; $ 65,00 ;P&A Produce LLC;
45840;miércoles, 20 de agosto de 2025;Compras; $ 224,00 ;Grubmarket - General;
45840;miércoles, 20 de agosto de 2025;Compras; $ 272,10 ;Del Caribe Meat;
45840;jueves, 21 de agosto de 2025;Compras; $ 403,50 ;P&A Produce LLC;
45840;jueves, 21 de agosto de 2025;Compras; $ 120,00 ;S&J Global Trading;
45840;jueves, 21 de agosto de 2025;Compras; $ 535,00 ;Grubmarket - General; 
45840;viernes, 22 de agosto de 2025;Compras; $ 67,47 ;BJS;
45840;viernes, 22 de agosto de 2025;Compras; $ 33,27 ;BJS;
45840;viernes, 22 de agosto de 2025;Compras; $ 1.578,56 ;JETRO;
45840;viernes, 22 de agosto de 2025;Compras; $ 18,00 ;M.SPRAY;  
45840;viernes, 22 de agosto de 2025;Compras; $ 30,00 ;ENRIQUE;
45840;viernes, 22 de agosto de 2025;Compras; $ 143,00 ;S&J Global Trading;
45840;viernes, 22 de agosto de 2025;Compras; $ 462,00 ;Grubmarket - General;
45840;viernes, 22 de agosto de 2025;Compras; $ 717,00 ;P&A Produce LLC;
45840;viernes, 22 de agosto de 2025;Compras; $ 301,80 ;Distribuidora Quisqueya;
45840;lunes, 25 de agosto de 2025;Compras; $ 194,70 ;WALMART;
;lunes, 25 de agosto de 2025;Compras; $ 15,47 ;WALMART;
45840;sábado, 23 de agosto de 2025;Compras; $ 143,00 ;S&J Global Trading;
45840;sábado, 23 de agosto de 2025;Compras; $ 561,00 ;P&A Produce LLC;
45840;lunes, 25 de agosto de 2025;Compras; $ 141,55 ;PRIMO BAKERY;
45840;lunes, 25 de agosto de 2025;Compras; $ 495,00 ;Grubmarket - General;
45840;lunes, 25 de agosto de 2025;Compras; $ 82,50 ;F&H DAIRIES; 
45840;lunes, 25 de agosto de 2025;Compras; $ 26,00 ;MEGA BAG;
45840;lunes, 25 de agosto de 2025;Compras; $ 243,47 ;CORDIALISA;
45840;martes, 26 de agosto de 2025;Compras; $ 20,00 ;FRESH ENTERRPRISE;
45840;martes, 26 de agosto de 2025;Compras; $ 396,00 ;Grubmarket - General;  
45840;martes, 26 de agosto de 2025;Compras; $ 118,00 ;S&J Global Trading;
45840;martes, 26 de agosto de 2025;Compras; $ 925,00 ;P&A Produce LLC;
45840;miércoles, 27 de agosto de 2025;Compras; $ 85,44 ;JETRO;
45840;miércoles, 27 de agosto de 2025;Compras; $ 26,00 ;Circus Fruit;
45840;miércoles, 27 de agosto de 2025;Compras; $ 76,00 ;ENRIQUE;
45840;miércoles, 27 de agosto de 2025;Compras; $ 268,00 ;Grubmarket - General;
45840;miércoles, 27 de agosto de 2025;Compras; $ 551,90 ;FAMily food;
45840;miércoles, 27 de agosto de 2025;Compras; $ 303,27 ;Del Caribe Meat;
45840;miércoles, 27 de agosto de 2025;Compras; $ 453,50 ;TROPICAL;
45840;miércoles, 27 de agosto de 2025;Compras; $ 565,00 ;P&A Produce LLC; 
45840;miércoles, 27 de agosto de 2025;Compras; $ 156,00 ;S&J Global Trading;
45840;miércoles, 27 de agosto de 2025;Compras; $ 76,00 ;P&A Produce LLC;
45840;miércoles, 27 de agosto de 2025;Compras; $ 268,00 ;Grubmarket - General;
45840;viernes, 29 de agosto de 2025;Compras; $ 50,00 ;CUBE ICE;  
45840;viernes, 29 de agosto de 2025;Compras; $ 368,24 ;JETRO;
45840;viernes, 29 de agosto de 2025;Compras; $ 650,00 ;P&A Produce LLC;
45840;viernes, 29 de agosto de 2025;Compras; $ 816,00 ;Grubmarket - General;
45840;viernes, 29 de agosto de 2025;Compras; $ 38,00 ;S&J Global Trading;
45840;viernes, 29 de agosto de 2025;Compras; $ 241,46 ;WHOSALE CO;
45840;viernes, 29 de agosto de 2025;Compras; $ 315,80 ;Distribuidora Quisqueya;
45840;sábado, 30 de agosto de 2025;Compras; $ 384,00 ;CEVERINO;
45840;sábado, 30 de agosto de 2025;Compras; $ 23,00 ;Grubmarket - General;
